BLOCK,DISTRICT,State_Name,year,month,RF_average,GWL_average,fid,fclayey_sum,sandy_sum,clayskeletal_sum,floamy_sum,sand_pct,floamy_pct,f_clayey_pct,t2m_value,tp_value,swvl1_value,swvl2_value,sro_value,ssro_value,e_value,pev_value
Bhojpur,Ghaziabad,UP,2024.0,11.0,0.0,-19.610689536771552,23,0,0,0,72721.0,0.0,0.0357628804436673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bhojpur,Ghaziabad,UP,2024.0,12.0,0.0,-20.690136378295453,23,0,0,0,72721.0,0.0,0.0357628804436673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bhojpur,Ghaziabad,UP,2025.0,1.0,0.0,-19.066250386,23,0,0,0,72721.0,0.0,0.0357628804436673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2018.0,1.0,0.16129032258064516,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2018.0,2.0,0.0,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,17.566544596354166,0.7047782652080059,0.1855226715405782,0.1745441635449727,3.744213318176056e-06,4.328831807166959e-05,-0.0014441328336639,-0.0059298578572149
Binauli,Baghpat,UP,2018.0,3.0,0.0,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,23.402399833247348,0.3009752884975769,0.1538304329668201,0.1556256097067827,1.1366163691760082e-06,2.136260384719185e-05,-0.0012989645338406,-0.0089536203458061
Binauli,Baghpat,UP,2018.0,4.0,0.13333333333333333,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,28.794367133246528,0.5125390779640939,0.1545038554403517,0.1512908167309231,1.8041392271091655e-06,5.305308296657233e-06,-0.0009674521900403,-0.0111806338911669
Binauli,Baghpat,UP,2018.0,5.0,0.5483870967741935,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2018.0,6.0,0.007333333333333333,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2018.0,7.0,8.890322580645162,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2018.0,8.0,5.32258064516129,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2018.0,9.0,3.566666666666667,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2018.0,10.0,0.0,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2018.0,11.0,0.0,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2018.0,12.0,0.0,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2019.0,1.0,1.2419354838709677,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2019.0,2.0,2.3157894736842106,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2019.0,3.0,0.08571428571428572,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2019.0,4.0,0.0,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2019.0,5.0,0.9090909090909091,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2019.0,6.0,0.013157894736842105,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2019.0,7.0,8.370967741935484,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2019.0,8.0,7.129032258064516,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2019.0,9.0,1.7333333333333334,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2019.0,10.0,1.0808823529411764,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2019.0,11.0,0.2851851851851852,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2019.0,12.0,1.2584493041749503,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2020.0,1.0,0.723744292237443,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2020.0,2.0,0.9507845934379457,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2020.0,3.0,2.361673414304993,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2020.0,4.0,0.09308072487644152,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2020.0,5.0,1.1953507340946166,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2020.0,6.0,2.232456140350877,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2020.0,7.0,6.48072880168185,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2020.0,8.0,4.046057479734709,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2020.0,9.0,0.3424778761061947,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2020.0,10.0,9.48,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2020.0,11.0,0.0,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2020.0,12.0,0.12846715328467154,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2021.0,1.0,0.5064427059364933,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2021.0,2.0,0.03820116054158607,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2021.0,3.0,0.07387387387387387,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2021.0,4.0,0.11961722488038277,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2021.0,5.0,0.5736543909348442,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2021.0,6.0,1.1112869198312236,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2021.0,7.0,1.7058047493403694,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2021.0,8.0,6.321760916249105,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,28.65924950801965,4.112245046731197,0.3505881627400716,0.3571350791237571,0.0002759779366015,2.4271289710282648e-05,-0.0042519198279037,-0.0061173975241906
Binauli,Baghpat,UP,2021.0,9.0,8.21498599439776,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,27.41631177986193,5.8403325956572525,0.3884057865202802,0.3900687175726741,0.0005637664828923,4.519166281136007e-05,-0.0034436053479289,-0.0048485689245914
Binauli,Baghpat,UP,2021.0,10.0,0.33503875968992247,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,24.343817522540785,2.586087071670676,0.3101392900418935,0.3251181281587612,0.0002936991018758,8.907805541015901e-05,-0.0033941769049907,-0.0053537451697267
Binauli,Baghpat,UP,2021.0,11.0,0.125,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,18.672356006711027,0.0028256459934131,0.2058113092599913,0.2445585675941881,1.4177740744033097e-08,2.6471695381651232e-05,-0.0019567887722911,-0.0045915650673095
Binauli,Baghpat,UP,2021.0,12.0,0.06680851063829787,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2022.0,1.0,2.4706403940886696,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,12.7719480452999,3.1007601291902605,0.3193340365604687,0.3062239423874885,7.641523294413702e-05,1.5937630754100006e-05,-0.0013418681994681,-0.0028063362108803
Binauli,Baghpat,UP,2022.0,2.0,0.4258698940998487,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,15.262671954076994,1.7908155082906567,0.3016850514981731,0.3116142605085792,4.059609324122565e-05,2.100431653310372e-05,-0.0024465771629211,-0.0046669181653023
Binauli,Baghpat,UP,2022.0,3.0,0.013953488372093023,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,23.930257698874804,0.0471822857783533,0.1621115450589162,0.1899558588393829,2.722782261558541e-07,1.8673450491325594e-05,-0.0024738064097275,-0.0081850356188069
Binauli,Baghpat,UP,2022.0,4.0,1.1929347826086956,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,30.056675134814764,0.0938894175555346,0.1398125069696198,0.1527806249054722,3.55414794658261e-07,1.404359879284444e-05,-0.0015744300585521,-0.0117533288907798
Binauli,Baghpat,UP,2022.0,5.0,0.4556103575832306,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,31.244785505570707,1.3522390022217854,0.1742064122134034,0.1651131431261698,2.490995741753743e-05,1.0091979997094358e-05,-0.0017403368337325,-0.0110880640997264
Binauli,Baghpat,UP,2022.0,6.0,3.456037151702786,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,32.892357235863095,1.242434326807658,0.1570864376567659,0.1556670955249241,7.513548272895387e-05,2.045996524040155e-05,-0.0012414133514366,-0.0116161578734006
Binauli,Baghpat,UP,2022.0,7.0,5.156820512820512,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2022.0,8.0,2.356058588548602,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2022.0,9.0,1.693360160965795,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2022.0,10.0,1.1989130434782609,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2022.0,11.0,0.009242957746478873,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2022.0,12.0,0.0,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2023.0,1.0,0.31284004352557127,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2023.0,2.0,0.0,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2023.0,3.0,1.781303116147309,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2023.0,4.0,0.054584775086505194,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2023.0,5.0,0.3442822384428224,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2023.0,6.0,0.6772727272727272,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2023.0,7.0,1.6730897009966776,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2023.0,8.0,0.0793180133432172,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2023.0,9.0,0.05700440528634362,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2023.0,10.0,0.0,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2023.0,11.0,0.0,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2023.0,12.0,0.0,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2024.0,1.0,0.0,0.0,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2024.0,2.0,46.12605042016807,-16.374655913978497,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2024.0,3.0,0.041237113402061855,-16.441870967741934,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2024.0,4.0,0.0,-16.416333333333334,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2024.0,5.0,0.06777777777777778,-16.377354838709678,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2024.0,6.0,0.04177631578947368,-16.449666666666666,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2024.0,7.0,0.8793981481481481,-16.401702702702703,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2024.0,8.0,0.09373134328358208,-15.892456521739131,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2024.0,9.0,0.3938342967244701,-15.890304347826087,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2024.0,10.0,0.0,-15.988306451612903,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2024.0,11.0,0.0,-16.106183333333334,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2024.0,12.0,0.42359249329758714,-16.18050806451613,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binauli,Baghpat,UP,2025.0,1.0,0.0,-16.18575,32,0,0,0,101843.0,0.0,0.0354226782498603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bisrakh,Gautam Buddha Nagar,UP,2019.0,7.0,3.289677419354839,0.0,51,0,0,0,44048.0,0.0,0.0148378505166087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bisrakh,Gautam Buddha Nagar,UP,2019.0,8.0,10.980645161290322,0.0,51,0,0,0,44048.0,0.0,0.0148378505166087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bisrakh,Gautam Buddha Nagar,UP,2019.0,9.0,0.11666666666666667,0.0,51,0,0,0,44048.0,0.0,0.0148378505166087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bisrakh,Gautam Buddha Nagar,UP,2019.0,10.0,0.832258064516129,0.0,51,0,0,0,44048.0,0.0,0.0148378505166087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bisrakh,Gautam Buddha Nagar,UP,2019.0,11.0,0.0,0.0,51,0,0,0,44048.0,0.0,0.0148378505166087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bisrakh,Gautam Buddha Nagar,UP,2019.0,12.0,0.03225806451612903,0.0,51,0,0,0,44048.0,0.0,0.0148378505166087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bisrakh,Gautam Buddha Nagar,UP,2020.0,1.0,0.29333333333333333,0.0,51,0,0,0,44048.0,0.0,0.0148378505166087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bisrakh,Gautam Buddha Nagar,UP,2020.0,2.0,0.0,0.0,51,0,0,0,44048.0,0.0,0.0148378505166087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bisrakh,Gautam Buddha Nagar,UP,2020.0,3.0,3.2523809523809524,0.0,51,0,0,0,44048.0,0.0,0.0148378505166087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bisrakh,Gautam Buddha Nagar,UP,2020.0,6.0,0.9448275862068966,0.0,51,0,0,0,44048.0,0.0,0.0148378505166087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bisrakh,Gautam Buddha Nagar,UP,2020.0,7.0,5.203225806451614,0.0,51,0,0,0,44048.0,0.0,0.0148378505166087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bisrakh,Gautam Buddha Nagar,UP,2020.0,8.0,8.13225806451613,0.0,51,0,0,0,44048.0,0.0,0.0148378505166087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bisrakh,Gautam Buddha Nagar,UP,2020.0,9.0,0.30333333333333334,0.0,51,0,0,0,44048.0,0.0,0.0148378505166087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bisrakh,Gautam Buddha Nagar,UP,2020.0,10.0,0.0,0.0,51,0,0,0,44048.0,0.0,0.0148378505166087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bisrakh,Gautam Buddha Nagar,UP,2020.0,11.0,0.0,0.0,51,0,0,0,44048.0,0.0,0.0148378505166087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bisrakh,Gautam Buddha Nagar,UP,2020.0,12.0,0.1903225806451613,0.0,51,0,0,0,44048.0,0.0,0.0148378505166087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bisrakh,Gautam Buddha Nagar,UP,2021.0,1.0,1.5612903225806452,0.0,51,0,0,0,44048.0,0.0,0.0148378505166087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bisrakh,Gautam Buddha Nagar,UP,2021.0,2.0,0.0,0.0,51,0,0,0,44048.0,0.0,0.0148378505166087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bisrakh,Gautam Buddha Nagar,UP,2021.0,3.0,0.0,0.0,51,0,0,0,44048.0,0.0,0.0148378505166087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bisrakh,Gautam Buddha Nagar,UP,2021.0,4.0,0.04666666666666666,0.0,51,0,0,0,44048.0,0.0,0.0148378505166087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bisrakh,Gautam Buddha Nagar,UP,2021.0,5.0,3.3451612903225807,0.0,51,0,0,0,44048.0,0.0,0.0148378505166087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bisrakh,Gautam Buddha Nagar,UP,2021.0,6.0,2.83,0.0,51,0,0,0,44048.0,0.0,0.0148378505166087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bisrakh,Gautam Buddha Nagar,UP,2021.0,7.0,5.616129032258065,0.0,51,0,0,0,44048.0,0.0,0.0148378505166087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bisrakh,Gautam Buddha Nagar,UP,2021.0,8.0,4.409677419354839,0.0,51,0,0,0,44048.0,0.0,0.0148378505166087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bisrakh,Gautam Buddha Nagar,UP,2021.0,9.0,11.833333333333334,0.0,51,0,0,0,44048.0,0.0,0.0148378505166087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bisrakh,Gautam Buddha Nagar,UP,2021.0,10.0,1.1741935483870967,0.0,51,0,0,0,44048.0,0.0,0.0148378505166087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bisrakh,Gautam Buddha Nagar,UP,2021.0,11.0,0.0,0.0,51,0,0,0,44048.0,0.0,0.0148378505166087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bisrakh,Gautam Buddha Nagar,UP,2021.0,12.0,0.0935483870967742,0.0,51,0,0,0,44048.0,0.0,0.0148378505166087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bisrakh,Gautam Buddha Nagar,UP,2022.0,1.0,3.032258064516129,0.0,51,0,0,0,44048.0,0.0,0.0148378505166087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bisrakh,Gautam Buddha Nagar,UP,2022.0,2.0,0.4642857142857143,0.0,51,0,0,0,44048.0,0.0,0.0148378505166087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bisrakh,Gautam Buddha Nagar,UP,2022.0,3.0,0.0,0.0,51,0,0,0,44048.0,0.0,0.0148378505166087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bisrakh,Gautam Buddha Nagar,UP,2022.0,4.0,0.0,0.0,51,0,0,0,44048.0,0.0,0.0148378505166087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bisrakh,Gautam Buddha Nagar,UP,2022.0,5.0,0.45333333333333337,0.0,51,0,0,0,44048.0,0.0,0.0148378505166087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bisrakh,Gautam Buddha Nagar,UP,2022.0,6.0,2.7266666666666666,0.0,51,0,0,0,44048.0,0.0,0.0148378505166087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bisrakh,Gautam Buddha Nagar,UP,2022.0,7.0,7.532258064516129,0.0,51,0,0,0,44048.0,0.0,0.0148378505166087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bisrakh,Gautam Buddha Nagar,UP,2022.0,8.0,1.2741935483870968,0.0,51,0,0,0,44048.0,0.0,0.0148378505166087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bisrakh,Gautam Buddha Nagar,UP,2022.0,9.0,4.31,0.0,51,0,0,0,44048.0,0.0,0.0148378505166087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bisrakh,Gautam Buddha Nagar,UP,2022.0,10.0,2.7903225806451615,0.0,51,0,0,0,44048.0,0.0,0.0148378505166087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bisrakh,Gautam Buddha Nagar,UP,2022.0,11.0,0.0,0.0,51,0,0,0,44048.0,0.0,0.0148378505166087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bisrakh,Gautam Buddha Nagar,UP,2022.0,12.0,0.0,0.0,51,0,0,0,44048.0,0.0,0.0148378505166087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bisrakh,Gautam Buddha Nagar,UP,2023.0,1.0,0.08387096774193549,0.0,51,0,0,0,44048.0,0.0,0.0148378505166087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bisrakh,Gautam Buddha Nagar,UP,2023.0,2.0,0.0,0.0,51,0,0,0,44048.0,0.0,0.0148378505166087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bisrakh,Gautam Buddha Nagar,UP,2023.0,3.0,2.935483870967742,0.0,51,0,0,0,44048.0,0.0,0.0148378505166087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bisrakh,Gautam Buddha Nagar,UP,2023.0,4.0,0.3233333333333333,0.0,51,0,0,0,44048.0,0.0,0.0148378505166087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
